DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF
1,149,52,0.35,0.17,9.17
1,377,24,0.06,0.05,8.63
1,377,49,0.13,0.09,12.9
0,377,25,0.07,0.09,6.67
0,377,24,0.06,0.05,9.73
1,377,71,0.19,0.1,22.32
1,377,50,0.13,0.1,14.65
1,377,75,0.2,0.17,27.53
1,377,102,0.27,0.1,31.69
1,377,46,0.12,0.07,17.46
0,377,74,0.2,0.13,22.4
0,377,73,0.19,0.11,23.67
1,377,71,0.19,0.16,23.3
0,377,51,0.14,0.13,15.99
1,377,18,0.05,0.08,4.89
1,377,51,0.14,0.07,20.31
1,377,61,0.16,0.13,15.3
0,377,61,0.16,0.12,17.92
1,377,42,0.11,0.07,12.96
0,377,72,0.19,0.09,28.17
0,377,52,0.14,0.13,15.12
1,377,49,0.13,0.11,16.36
1,377,149,0.4,0.25,45.91
1,377,70,0.19,0.1,18.56
0,377,89,0.24,0.21,32.07
0,377,34,0.09,0.06,17.77
0,377,29,0.08,0.05,8.34
0,377,49,0.13,0.09,13.96
0,377,38,0.1,0.07,11.9
0,377,43,0.11,0.09,12.78
1,377,91,0.24,0.17,29.92
1,377,93,0.25,0.15,33.16
0,377,67,0.18,0.09,21.2
0,377,65,0.17,0.16,22.1
0,377,33,0.09,0.06,10.26
1,377,46,0.12,0.1,14.96
1,377,47,0.12,0.09,16.72
0,377,77,0.2,0.13,26.04
0,377,87,0.23,0.15,26.23
1,377,34,0.09,0.06,8.41
1,377,36,0.1,0.06,12.41
1,377,50,0.13,0.1,13.39
1,377,54,0.14,0.14,17.58
1,377,68,0.18,0.2,19.81
0,377,30,0.08,0.05,8.41
0,377,76,0.2,0.17,27.45
1,377,27,0.07,0.08,9.68
1,377,23,0.06,0.12,4.41
1,377,37,0.1,0.09,11.43
1,377,66,0.18,0.11,23.77
0,377,33,0.09,0.1,7.2
1,377,43,0.11,0.06,12.88
1,377,32,0.08,0.09,9.93
1,377,43,0.11,0.08,11.74
0,377,35,0.09,0.09,12.07
0,377,55,0.15,0.12,15.16
1,377,68,0.18,0.09,20.76
0,377,47,0.12,0.13,13.67
0,377,34,0.09,0.09,10.74
0,377,49,0.13,0.07,14.71
1,274,71,0.26,0.12,19.98
1,274,27,0.1,0.06,8.04
1,274,41,0.15,0.06,15.33
1,274,68,0.25,0.17,19.9
1,274,30,0.11,0.06,9.83
1,274,53,0.19,0.12,18.62
1,274,26,0.09,0.08,7.23
1,274,108,0.39,0.22,34.94
1,274,27,0.1,0.11,6.45
0,274,54,0.2,0.2,15.1
0,274,140,0.51,0.13,46.4
0,274,72,0.26,0.09,21.98
0,274,88,0.32,0.1,29.2
0,274,39,0.14,0.15,13.82
0,274,35,0.13,0.18,10.3
0,274,43,0.16,0.17,11.91
0,274,41,0.15,0.11,12.72
0,274,91,0.33,0.28,32.06
0,274,67,0.24,0.18,24.18
1,274,70,0.26,0.21,18.22
1,274,24,0.09,0.1,6.54
1,274,48,0.18,0.17,12.98
0,274,50,0.18,0.12,14.71
0,274,68,0.25,0.14,20.85
0,274,11,0.04,0.04,3.93
0,274,22,0.08,0.12,4.42
0,274,67,0.24,0.16,20.01
0,274,32,0.12,0.16,9.1
0,274,46,0.17,0.08,14.82
0,274,72,0.26,0.14,20.27
0,274,48,0.18,0.08,11.84
0,274,79,0.29,0.16,20.57
0,274,61,0.22,0.24,16.06
0,274,59,0.22,0.11,15.73
0,274,38,0.14,0.08,11.43
0,274,149,0.54,0.19,42.8
0,274,64,0.23,0.19,17.5
0,274,65,0.24,0.24,19.34
0,274,44,0.16,0.17,11.88
0,274,47,0.17,0.08,15.05
0,274,47,0.17,0.17,17.52
0,274,27,0.1,0.13,9.72
0,242,58,0.24,0.18,17.45
0,242,65,0.27,0.25,17.63
1,242,73,0.3,0.26,20.71
1,242,21,0.09,0.08,4.5
1,242,139,0.57,0.2,35.44
0,242,101,0.42,0.22,16.4
1,242,51,0.21,0.12,9.75
1,242,41,0.17,0.07,8.02
1,242,28,0.12,0.04,9.22
1,242,39,0.16,0.08,7.96
1,242,133,0.55,0.15,35.75
1,242,27,0.11,0.09,8.53
0,242,34,0.14,0.08,9.94
0,242,35,0.14,0.09,5.72
1,242,112,0.46,0.26,29.65
1,242,70,0.29,0.06,14.66
0,242,59,0.24,0.23,23.61
0,242,34,0.14,0.17,12.67
0,242,117,0.48,0.21,19.98
0,242,53,0.22,0.18,15.41
0,242,47,0.19,0.08,9.12
0,242,80,0.33,0.33,32.14
0,242,26,0.11,0.07,7.54
0,242,11,0.05,0.03,2.87
0,242,28,0.12,0.03,7.78
0,242,102,0.42,0.3,33.09
0,242,48,0.2,0.06,10.83
0,242,62,0.26,0.29,24.06
0,242,51,0.21,0.11,11.2
0,242,33,0.14,0.14,12.57
0,242,52,0.21,0.08,10.41
0,242,30,0.12,0.09,9.98
0,242,67,0.28,0.14,16.51
0,242,62,0.26,0.08,14.09
0,242,86,0.36,0.12,18
0,242,44,0.18,0.11,10.09
0,242,145,0.6,0.18,29.66
0,242,123,0.51,0.23,28.55
0,242,53,0.22,0.18,15.1
0,242,65,0.27,0.25,17.63
1,242,73,0.3,0.26,20.71
1,242,21,0.09,0.08,4.5
1,242,139,0.57,0.2,35.44
0,242,101,0.42,0.22,16.4
1,242,51,0.21,0.12,9.75
1,242,41,0.17,0.07,8.02
1,242,28,0.12,0.04,9.22
1,242,39,0.16,0.08,7.96
1,242,133,0.55,0.15,35.75
1,242,27,0.11,0.09,8.53
0,242,34,0.14,0.08,9.94
0,242,35,0.14,0.09,5.72
1,242,112,0.46,0.26,29.65
1,242,70,0.29,0.06,14.66
0,242,59,0.24,0.23,23.61
0,242,34,0.14,0.17,12.67
0,242,117,0.48,0.21,19.98
0,242,53,0.22,0.18,15.41
0,242,47,0.19,0.08,9.12
0,242,80,0.33,0.33,32.14
0,242,26,0.11,0.07,7.54
0,242,11,0.05,0.03,2.87
0,242,28,0.12,0.03,7.78
0,242,102,0.42,0.3,33.09
0,242,48,0.2,0.06,10.83
0,242,62,0.26,0.29,24.06
0,242,51,0.21,0.11,11.2
0,242,33,0.14,0.14,12.57
0,242,52,0.21,0.08,10.41
0,242,30,0.12,0.09,9.98
0,242,67,0.28,0.14,16.51
0,242,62,0.26,0.08,14.09
0,242,86,0.36,0.12,18
0,242,44,0.18,0.11,10.09
0,242,145,0.6,0.18,29.66
0,242,78,0.32,0.09,14.97
1,185,44,0.24,0.09,1.45
1,185,86,0.46,0.29,1.81
1,185,33,0.18,0.04,2.15
1,185,63,0.34,0.12,2.67
0,185,103,0.56,0.17,5.34
0,185,29,0.16,0.04,1.33
0,185,57,0.31,0.07,3.48
0,185,80,0.43,0.14,3.48
0,185,57,0.31,0.17,1.28
0,185,39,0.21,0.07,1.33
0,185,72,0.39,0.29,0.99
0,185,30,0.16,0.23,0.76
0,185,45,0.24,0.22,1.28
0,185,96,0.52,0.31,3.31
0,185,28,0.15,0.04,1.33
0,185,93,0.5,0.45,1.92
1,185,63,0.34,0.09,1.16
1,185,106,0.57,0.35,4.24
1,185,60,0.32,0.14,3.07
1,185,59,0.32,0.26,0.99
0,185,162,0.88,0.48,3.49
1,185,36,0.19,0.18,0.76
0,185,60,0.32,0.17,0.35
0,185,43,0.23,0.33,-0.34
1,282,103,0.37,0.14,25.28
1,282,131,0.46,0.19,29.62
0,282,60,0.21,0.08,13.91
0,282,109,0.39,0.15,18.25
1,282,30,0.11,0.05,5.35
0,282,18,0.06,0.03,3.92
0,282,57,0.2,0.08,11.5
1,282,99,0.35,0.12,22.94
0,282,51,0.18,0.12,8.28
0,282,61,0.22,0.1,11.87
0,282,115,0.41,0.18,26.04
1,282,142,0.5,0.22,25.68
0,282,31,0.11,0.06,4.96
0,282,29,0.1,0.1,5.03
1,282,54,0.19,0.08,10.98
1,282,81,0.29,0.17,16.81
1,282,162,0.57,0.37,33.55
0,282,92,0.33,0.24,19.92
0,282,59,0.21,0.24,11.09
0,282,97,0.34,0.16,22.55
0,282,75,0.27,0.14,18.09
0,282,50,0.18,0.14,12.97
0,282,48,0.17,0.29,8.49
0,282,59,0.21,0.21,13.79
1,282,90,0.32,0.15,15.24
1,282,65,0.23,0.1,10.91
1,282,32,0.11,0.07,8.24
1,282,41,0.15,0.18,6.35
0,282,52,0.18,0.16,12.75
1,282,89,0.32,0.29,17.99
0,282,61,0.22,0.24,9.4
0,282,45,0.16,0.11,7.98
0,282,26,0.09,0.13,4.94
0,282,40,0.14,0.17,8
0,282,31,0.11,0.06,4.96
0,282,24,0.09,0.12,4.43
0,282,55,0.2,0.32,10.08
0,282,28,0.1,0.06,4.96
0,282,51,0.18,0.21,7.78
0,282,62,0.22,0.21,12.2
1,198,60,0.3,0.08,12.11
1,198,42,0.21,0.08,7.13
1,198,34,0.17,0.08,6.34
1,198,69,0.35,0.12,14.09
0,198,49,0.25,0.17,7.02
0,198,45,0.23,0.12,10.02
1,198,73,0.37,0.13,14.14
1,198,53,0.27,0.14,12.18
1,198,63,0.32,0.18,13.04
0,198,18,0.09,0.09,3.31
0,198,53,0.27,0.07,10.42
0,198,80,0.4,0.2,16.62
0,198,61,0.31,0.13,13.84
0,198,26,0.13,0.05,6.5
0,198,57,0.29,0.14,14.09
0,198,99,0.5,0.16,19.85
1,198,77,0.39,0.1,13.97
1,198,54,0.27,0.11,10.25
0,198,34,0.17,0.13,5.31
0,198,64,0.32,0.15,12.33
0,198,96,0.48,0.21,19.82
0,198,37,0.19,0.07,7.42
0,198,60,0.3,0.1,10.89
1,198,85,0.43,0.12,16.4
0,198,79,0.4,0.14,16.84
0,198,49,0.25,0.08,8.63
0,198,46,0.23,0.09,7.78
1,198,17,0.09,0.06,2.75
1,177,97,0.55,0.21,24.33
1,177,80,0.45,0.16,24.24
1,177,100,0.56,0.14,31.87
1,177,58,0.33,0.12,14.03
1,177,52,0.29,0.21,14.18
1,177,32,0.18,0.09,9.81
0,177,66,0.37,0.13,18.12
0,177,49,0.28,0.12,11.47
1,177,49,0.28,0.12,11.47
0,177,51,0.29,0.19,7.96
1,177,113,0.64,0.36,25.79
0,177,61,0.34,0.16,14.56
0,177,18,0.1,0.06,4.96
0,177,48,0.27,0.13,11.59
0,177,32,0.18,0.09,8.49
0,177,50,0.28,0.11,10.32
1,177,50,0.28,0.14,13.13
0,177,41,0.23,0.18,16.52
1,177,52,0.29,0.17,11.11
0,177,49,0.28,0.08,10.69
0,177,29,0.16,0.09,7.46
0,177,99,0.56,0.24,21.96
0,177,98,0.55,0.11,24.31
0,177,83,0.47,0.26,21.92
0,177,27,0.15,0.1,10.47
0,177,44,0.25,0.19,16.42
1,318,90,0.28,0.12,28.53
1,318,103,0.32,0.18,33.14
0,318,31,0.1,0.06,8.6
1,318,33,0.1,0.11,8.68
1,318,86,0.27,0.15,24.97
1,318,95,0.3,0.16,26.67
0,318,61,0.19,0.07,22.7
0,318,28,0.09,0.05,7.3
0,318,32,0.1,0.06,8.72
0,318,27,0.08,0.06,9.59
0,318,54,0.17,0.08,17.67
1,318,63,0.2,0.12,19.6
1,318,73,0.23,0.14,20.13
0,318,111,0.35,0.15,28.66
0,318,106,0.33,0.1,27.94
0,318,97,0.31,0.14,29.73
0,318,52,0.16,0.11,20.32
0,318,58,0.18,0.08,18.18
1,318,58,0.18,0.1,20.91
1,318,27,0.08,0.07,7.22
1,318,45,0.14,0.05,15.3
1,318,18,0.06,0.09,5.03
0,318,79,0.25,0.19,18.98
0,318,75,0.24,0.13,19.72
0,318,34,0.11,0.09,9.65
0,318,43,0.14,0.12,10.68
0,318,84,0.26,0.08,25.07
0,318,43,0.14,0.08,13.69
1,318,28,0.09,0.06,9.3
0,318,51,0.16,0.08,13.59
0,318,48,0.15,0.05,13.05
1,318,90,0.28,0.14,27.5
1,318,45,0.14,0.07,13.89
1,318,62,0.19,0.12,16.58
1,318,82,0.26,0.21,25.93
1,318,153,0.48,0.36,47.9
0,318,64,0.2,0.21,21.35
0,318,36,0.11,0.05,9.99
0,318,76,0.24,0.08,22.33
0,318,33,0.1,0.1,9.43
0,318,11,0.03,0.04,3.2
1,318,32,0.1,0.07,7.74
1,318,58,0.18,0.07,18.65
1,318,99,0.31,0.11,34.69
1,318,56,0.18,0.06,17.73
0,318,51,0.16,0.08,20.18
1,187,62,0.33,0.2,20.29
1,187,45,0.24,0.11,14.54
1,187,31,0.17,0.08,8.85
1,187,39,0.21,0.1,14.66
0,187,28,0.15,0.14,9.67
1,187,21,0.11,0.1,5.62
0,187,27,0.14,0.11,9.46
1,187,63,0.34,0.24,25.23
1,187,34,0.18,0.13,10.73
1,187,3,0.02,0.1,-0.09
0,187,61,0.33,0.29,18.3
0,187,73,0.39,0.15,23.36
1,187,68,0.36,0.23,21.52
0,187,39,0.21,0.17,10.94
0,187,68,0.36,0.16,22.37
0,187,11,0.06,0.12,2.88
0,187,50,0.27,0.15,20.53
0,187,48,0.26,0.17,12.22
0,187,48,0.26,0.22,11.18
1,187,32,0.17,0.15,11.22
1,187,18,0.1,0.08,8.23
0,187,44,0.24,0.15,14.85
0,187,52,0.28,0.19,18.83
0,187,21,0.11,0.09,5.65
0,187,29,0.16,0.15,6.15
0,187,28,0.15,0.33,7.56
0,187,60,0.32,0.2,14.59
0,187,61,0.33,0.18,18.21
0,187,29,0.16,0.15,6.37
0,187,28,0.15,0.33,7.56
0,187,71,0.38,0.21,19.45
0,187,58,0.31,0.16,23.65
1,187,25,0.13,0.12,4.6
0,187,28,0.15,0.33,7.56
1,187,27,0.14,0.08,9.55
1,187,40,0.21,0.09,16.05
0,187,45,0.24,0.18,9.47
0,187,21,0.11,0.08,9.14
0,187,117,0.63,0.25,33.88
1,156,107,0.69,0.21,25.46
0,156,126,0.81,0.27,33.59
1,156,50,0.32,0.2,13.57
1,156,59,0.38,0.19,14.42
1,156,39,0.25,0.1,9.73
0,156,42,0.27,0.12,10.33
0,156,22,0.14,0.11,6.28
0,156,82,0.53,0.23,17.08
1,156,66,0.42,0.18,12.74
0,156,51,0.33,0.1,13.59
0,156,29,0.19,0.15,7.58
1,156,30,0.19,0.13,8.72
0,156,65,0.42,0.14,21.79
0,156,21,0.13,0.15,7.87
0,156,38,0.24,0.11,8
1,156,33,0.21,0.15,10.33
0,156,30,0.19,0.09,9.59
0,156,57,0.37,0.14,16.5
0,156,35,0.22,0.15,9.81
0,156,47,0.3,0.15,12.83
0,156,90,0.58,0.55,21.13
1,156,38,0.24,0.08,9.26
0,156,113,0.72,0.62,30.01
1,206,30,0.15,0.08,8
1,206,40,0.19,0.1,11.4
0,206,72,0.35,0.11,21.36
0,206,65,0.32,0.14,20.71
0,206,43,0.21,0.13,12.76
0,206,50,0.24,0.14,16.79
1,206,33,0.16,0.09,8.94
1,206,47,0.23,0.15,13.86
0,206,35,0.17,0.07,9.32
0,206,79,0.38,0.26,23.9
1,206,54,0.26,0.08,16.57
0,206,126,0.61,0.24,36.42
0,206,45,0.22,0.12,12.76
0,206,56,0.27,0.11,14.04
0,206,73,0.35,0.18,19.5
0,206,38,0.18,0.08,11.11
1,206,48,0.23,0.14,11.37
1,206,96,0.47,0.15,29.3
1,206,73,0.35,0.16,18.52
1,206,33,0.16,0.12,6.97
0,206,75,0.36,0.34,19.42
1,206,72,0.35,0.16,21.45
0,206,45,0.22,0.13,12.76
1,206,42,0.2,0.16,12.07
1,206,49,0.24,0.12,10.93
1,206,35,0.17,0.08,12.94
1,206,43,0.21,0.16,11.66
0,206,39,0.19,0.14,12.76
0,206,20,0.1,0.11,7.37
1,206,76,0.37,0.13,21.51
1,206,18,0.09,0.11,4.59
1,456,64,0.14,0.18,17.6
1,456,52,0.11,0.15,18.11
1,456,55,0.12,0.19,16.11
1,456,6,0.01,0.04,2.74
1,456,96,0.21,0.13,41.48
0,456,61,0.13,0.27,19.32
0,456,39,0.09,0.12,13.15
0,456,77,0.17,0.15,32.04
1,456,78,0.17,0.08,30.45
1,456,34,0.07,0.13,9.57
1,456,81,0.18,0.2,27.12
1,456,35,0.08,0.1,11.88
1,456,26,0.06,0.06,7.48
0,456,74,0.16,0.17,25.45
1,456,109,0.24,0.19,39.78
1,456,46,0.1,0.08,22.21
1,456,53,0.12,0.19,11.88
1,456,51,0.11,0.07,16.69
1,456,59,0.13,0.11,21.31
1,456,73,0.16,0.27,25.75
0,456,23,0.05,0.12,9.61
0,456,33,0.07,0.15,9.17
0,456,38,0.08,0.1,13.66
0,456,68,0.15,0.07,28.88
0,456,88,0.19,0.07,34.1
1,456,9,0.02,0.06,2.77
1,456,32,0.07,0.12,9.33
1,456,97,0.21,0.15,42.29
0,456,69,0.15,0.07,21.8
1,456,46,0.1,0.09,18.2
1,456,4,0.01,0.04,0.66
0,456,47,0.1,0.17,15.86
0,456,121,0.27,0.14,40.27
0,456,17,0.04,0.05,6.9
1,456,172,0.38,0.22,58.11
0,456,115,0.25,0.21,36.39
1,456,42,0.09,0.13,13.54
1,456,51,0.11,0.15,19.6
0,456,76,0.17,0.12,27.09
0,456,56,0.12,0.11,18.38
0,456,130,0.29,0.16,40.39
0,456,38,0.08,0.12,10.47
0,456,34,0.07,0.08,13.84
0,456,67,0.15,0.17,21.27
1,456,34,0.07,0.05,12.73
0,456,78,0.17,0.22,29.34
0,456,71,0.16,0.3,22.89
0,456,89,0.2,0.24,30.55
0,456,37,0.08,0.07,10.67
0,456,65,0.14,0.18,16.87
0,456,74,0.16,0.17,30.43
0,456,14,0.03,0.09,5.48
0,456,71,0.16,0.11,23.28
0,456,72,0.16,0.15,27.7
0,456,53,0.12,0.19,14.85
0,456,64,0.14,0.17,17.56
1,456,38,0.08,0.05,14.53
1,456,37,0.08,0.19,10.51
1,456,53,0.12,0.16,14.6
1,456,50,0.11,0.05,20.42
0,456,49,0.11,0.14,21.15
0,456,56,0.12,0.14,13.74
0,456,54,0.12,0.15,22.74
0,456,29,0.06,0.13,6.1
0,456,30,0.07,0.04,10.65
0,456,105,0.23,0.18,35.47
0,456,122,0.27,0.22,41.29
1,456,38,0.08,0.06,13
0,456,87,0.19,0.14,24.19
0,456,59,0.13,0.22,17.53
0,456,33,0.07,0.22,5.59
0,456,29,0.06,0.22,5.59
0,456,33,0.07,0.22,5.59
0,456,33,0.07,0.16,5.91
0,456,76,0.17,0.17,28.3
0,456,20,0.04,0.05,6.9
1,456,88,0.19,0.16,34.61
0,456,58,0.13,0.15,22.85
1,456,43,0.09,0.12,11.17
1,229,115,0.5,0.31,31.52
1,229,55,0.24,0.1,19.85
0,229,75,0.33,0.1,18.64
1,229,48,0.21,0.11,14.22
1,229,106,0.46,0.29,25.73
0,229,78,0.34,0.21,21.58
0,229,25,0.11,0.19,4.8
1,229,42,0.18,0.13,11.78
1,229,70,0.31,0.22,18.42
0,229,56,0.24,0.16,12.33
1,229,66,0.29,0.12,18.48
1,229,95,0.41,0.18,22.14
1,229,42,0.18,0.06,12.31
1,229,39,0.17,0.1,10.86
1,229,25,0.11,0.06,8.22
1,229,26,0.11,0.06,5.98
0,229,63,0.28,0.11,18.07
0,229,19,0.08,0.05,5.98
1,229,61,0.27,0.12,15.81
1,229,34,0.15,0.1,9.09
1,229,35,0.15,0.09,10.42
1,229,55,0.24,0.17,14.11
1,229,37,0.16,0.07,12.02
0,229,100,0.44,0.15,35.03
0,229,59,0.26,0.21,14.91
0,229,86,0.38,0.2,22.21
0,229,43,0.19,0.17,9.67
0,229,43,0.19,0.14,13.19
0,229,66,0.29,0.19,20.49
0,229,43,0.19,0.1,13.66
0,229,76,0.33,0.19,20
0,229,84,0.37,0.14,25.66
0,229,32,0.14,0.1,8.95
0,229,27,0.12,0.1,6.79
1,235,62,0.26,0.09,25.5
1,235,57,0.24,0.2,19.9
1,235,26,0.11,0.13,12.5
0,235,55,0.23,0.12,15.91
0,235,33,0.14,0.08,11.4
1,235,24,0.1,0.1,5.98
0,235,34,0.14,0.23,7.84
0,235,64,0.27,0.16,18.76
0,235,59,0.25,0.26,21.43
0,235,52,0.22,0.21,14.1
0,235,62,0.26,0.2,15.94
1,235,43,0.18,0.13,14.07
1,235,62,0.26,0.19,18.7
1,235,72,0.31,0.13,22.51
1,235,79,0.34,0.15,23.04
1,235,5,0.02,0.05,2.14
0,235,58,0.25,0.1,17.25
0,235,56,0.24,0.15,14.36
1,235,45,0.19,0.09,12.28
0,235,57,0.24,0.09,14.77
0,235,43,0.18,0.14,14.12
1,235,92,0.39,0.12,28.1
1,235,17,0.07,0.06,5.73
0,235,87,0.37,0.19,21.5
0,235,65,0.28,0.14,18.83
0,235,49,0.21,0.1,14.92
0,235,26,0.11,0.06,8.33
0,235,38,0.16,0.12,13.72
0,235,64,0.27,0.14,14.88
1,235,48,0.2,0.15,12.46
1,235,43,0.18,0.13,15.61
1,235,60,0.26,0.18,19.34
0,235,26,0.11,0.06,8.73
0,235,42,0.18,0.19,11.95
0,235,63,0.27,0.2,16.53
1,235,41,0.17,0.14,8.18
1,235,56,0.24,0.17,19.17
0,235,115,0.49,0.17,29.45
1,178,104,0.58,0.14,16.16
0,178,82,0.46,0.19,11.56
1,178,47,0.26,0.1,9.87
1,178,89,0.5,0.16,15.99
1,178,69,0.39,0.11,9.49
1,178,72,0.4,0.17,9.65
1,178,19,0.11,0.05,4.04
0,178,25,0.14,0.11,2.82
0,178,107,0.6,0.26,16.55
1,178,67,0.38,0.18,10.18
1,178,34,0.19,0.13,4.75
1,178,52,0.29,0.08,10.99
1,178,30,0.17,0.07,5.31
1,178,28,0.16,0.07,4.62
1,178,91,0.51,0.13,16.69
1,178,99,0.56,0.15,18.88
0,178,66,0.37,0.11,10.74
0,178,73,0.41,0.14,12.82
0,178,123,0.69,0.23,17.39
0,178,79,0.44,0.17,9.84
0,178,109,0.61,0.14,19.31
0,178,96,0.54,0.15,15.43
0,99,40,0.4,0.13,3.99
1,99,137,1.38,0.37,21
0,99,42,0.42,0.13,3.71
0,99,70,0.71,0.17,7.66
0,99,36,0.36,0.09,4.4
1,99,90,0.91,0.2,10.45
0,99,43,0.43,0.14,4.62
0,99,35,0.35,0.11,3.81
1,99,41,0.41,0.13,4.91
0,99,115,1.16,0.31,16.97
0,99,55,0.56,0.24,7.58
1,239,53,0.22,0.14,13.98
1,239,60,0.25,0.16,16.86
1,239,69,0.29,0.15,22.43
1,239,91,0.38,0.17,22.9
1,239,37,0.15,0.11,11.84
0,239,6,0.03,0.05,1.95
1,239,26,0.11,0.09,5.13
0,239,81,0.34,0.12,22.83
0,239,28,0.12,0.07,8.91
0,239,22,0.09,0.05,7.59
1,239,42,0.18,0.06,13.63
1,239,73,0.31,0.19,21.97
1,239,98,0.41,0.11,25.72
0,239,74,0.31,0.16,18.4
0,239,29,0.12,0.08,6.51
0,239,47,0.2,0.14,14.77
0,239,35,0.15,0.12,7.92
0,239,29,0.12,0.06,8.22
0,239,80,0.33,0.25,19.1
0,239,53,0.22,0.12,12.35
0,239,50,0.21,0.1,14.55
0,239,17,0.07,0.07,5.98
1,239,57,0.24,0.16,14.15
1,239,75,0.31,0.18,23.94
0,239,61,0.26,0.12,15.24
0,239,25,0.1,0.06,7.18
0,239,62,0.26,0.13,17.48
0,239,36,0.15,0.06,11.62
0,239,25,0.1,0.1,6.2
0,239,74,0.31,0.15,20.99
0,239,41,0.17,0.09,8.46
0,239,50,0.21,0.15,13.39
0,239,56,0.23,0.17,12.89
0,239,29,0.12,0.06,7.3
0,239,53,0.22,0.11,11.98
0,239,34,0.14,0.13,10.46
1,239,49,0.21,0.1,13.63
1,239,59,0.25,0.15,17.19
1,515,79,0.15,0.16,30.87
1,515,24,0.05,0.14,11.09
1,515,28,0.05,0.14,10.4
1,515,45,0.09,0.14,17.24
1,515,40,0.08,0.11,15.38
1,515,57,0.11,0.14,26.14
0,515,22,0.04,0.06,6.13
1,515,33,0.06,0.13,26.73
0,515,25,0.05,0.07,11.59
1,515,26,0.05,0.06,12.28
0,515,6,0.01,0.06,5.03
0,515,18,0.03,0.06,9
1,515,57,0.11,0.09,24.98
1,515,67,0.13,0.18,29.49
1,515,56,0.11,0.14,23.39
0,515,69,0.13,0.14,35.56
1,515,76,0.15,0.08,39.47
1,515,77,0.15,0.2,33.73
0,515,41,0.08,0.11,22.44
1,515,49,0.1,0.12,31.93
1,515,30,0.06,0.11,13.26
1,515,28,0.05,0.09,11.94
1,515,21,0.04,0.1,9.76
0,515,99,0.19,0.22,43.15
0,515,47,0.09,0.07,20.03
0,515,43,0.08,0.13,25.54
1,515,50,0.1,0.14,39.29
0,515,45,0.09,0.12,15.15
0,515,37,0.07,0.13,22.66
0,515,35,0.07,0.07,16.53
0,515,25,0.05,0.31,12.72
1,515,9,0.02,0.07,3.67
1,515,36,0.07,0.07,17.08
0,515,5,0.01,0.11,2.04
0,515,7,0.01,0.11,3.7
0,515,41,0.08,0.22,23.23
1,515,50,0.1,0.1,23.57
0,515,29,0.06,0.09,10.12
0,515,81,0.16,0.21,30.91
0,515,44,0.09,0.09,19.07
1,515,48,0.09,0.1,21.24
1,515,56,0.11,0.15,25.51
1,515,19,0.04,0.07,10.89
1,515,68,0.13,0.11,32.92
1,515,22,0.04,0.06,13.09
0,515,92,0.18,0.12,34.59
1,515,82,0.16,0.08,33.44
1,515,67,0.13,0.07,30.73
1,515,40,0.08,0.09,15.21
1,515,29,0.06,0.09,12.39
0,515,38,0.07,0.12,17.9
0,515,39,0.08,0.15,13.6
1,515,31,0.06,0.06,12.68
1,515,56,0.11,0.18,21.02
1,515,20,0.04,0.13,7.11
0,515,33,0.06,0.11,12.2
1,515,52,0.1,0.1,20.63
1,515,67,0.13,0.16,30.23
0,515,27,0.05,0.09,8.54
0,515,64,0.12,0.13,27.38
1,515,69,0.13,0.11,27.32
1,515,28,0.05,0.07,9.35
1,515,72,0.14,0.13,31.42
0,515,35,0.07,0.12,16.81
0,515,73,0.14,0.13,25.4
0,515,71,0.14,0.09,37.71
0,515,90,0.17,0.15,42.71
0,515,56,0.11,0.16,23.38
1,515,53,0.1,0.09,24.55
1,515,68,0.13,0.17,27.87
0,515,53,0.1,0.14,20.65
1,515,42,0.08,0.12,20.38
0,515,38,0.07,0.1,17.71
1,515,29,0.06,0.09,13.11
0,515,62,0.12,0.11,32.53
0,515,58,0.11,0.13,25.09
0,515,108,0.21,0.21,50.29
0,515,50,0.1,0.11,19.6
0,515,96,0.19,0.19,44.25
0,515,66,0.13,0.11,37.3
0,515,36,0.07,0.17,14.2
0,515,24,0.05,0.06,13.09
1,515,49,0.1,0.12,20.48
0,515,54,0.1,0.07,27.97
0,515,38,0.07,0.11,16.53
0,515,49,0.1,0.12,25.43
0,515,52,0.1,0.07,21.67
0,515,67,0.13,0.16,25.05
0,515,27,0.05,0.12,13.01
0,515,21,0.04,0.1,11.13
0,515,76,0.15,0.11,31.08
0,515,35,0.07,0.07,17.85
0,515,53,0.1,0.12,20.51
0,515,51,0.1,0.1,18.37
0,515,28,0.05,0.1,11.53
0,515,51,0.1,0.12,19.26
0,515,42,0.08,0.09,17.97
0,515,49,0.1,0.09,21.84
0,515,43,0.08,0.08,24.82
0,515,28,0.05,0.07,16.26
0,515,38,0.07,0.07,18.55
0,515,53,0.1,0.14,26.78
1,455,107,0.24,0.1,43.03
1,455,65,0.14,0.19,28.18
1,455,39,0.09,0.1,13.57
1,455,64,0.14,0.11,31.13
1,455,32,0.07,0.12,13.77
1,455,34,0.07,0.08,15.47
1,455,34,0.07,0.07,11.6
1,455,38,0.08,0.09,14.59
1,455,44,0.1,0.11,13.91
1,455,61,0.13,0.1,25.5
1,455,56,0.12,0.08,19.28
1,455,90,0.2,0.11,31.21
1,455,133,0.29,0.18,48.44
0,455,70,0.15,0.07,25.28
0,455,53,0.12,0.1,22.9
0,455,46,0.1,0.07,19.79
0,455,42,0.09,0.17,16.31
