DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF
0,311,69,0.22,0.17,22.68
1,311,46,0.15,0.15,16.17
1,311,31,0.1,0.12,10.73
1,311,47,0.15,0.13,13.56
0,311,35,0.11,0.08,15.34
1,311,93,0.3,0.12,29.95
0,311,56,0.18,0.1,18.7
1,311,53,0.17,0.17,17.81
1,311,65,0.21,0.15,24.92
1,311,53,0.17,0.11,15
0,311,30,0.1,0.13,11.26
0,311,53,0.17,0.08,20.53
0,311,35,0.11,0.15,13.16
0,311,33,0.11,0.17,12.92
0,311,29,0.09,0.07,12.81
0,311,59,0.19,0.2,21.77
1,311,37,0.12,0.12,15.22
0,311,41,0.13,0.13,17.35
0,311,29,0.09,0.13,9.4
0,311,52,0.17,0.22,19.97
1,311,59,0.19,0.1,21.87
0,311,31,0.1,0.14,12.93
1,311,73,0.23,0.29,28.83
1,311,52,0.17,0.14,21.96
0,311,41,0.13,0.11,18.01
0,311,31,0.1,0.18,9.59
1,311,87,0.28,0.13,31.52
1,311,27,0.09,0.12,11.28
0,311,32,0.1,0.15,13.29
1,311,29,0.09,0.14,11.09
1,311,47,0.15,0.14,17.64
1,311,39,0.13,0.14,16.73
1,311,33,0.11,0.15,11.72
1,311,33,0.11,0.07,10.8
0,311,68,0.22,0.15,23.7
0,311,49,0.16,0.14,18.57
0,311,59,0.19,0.18,20.17
0,311,59,0.19,0.09,24.7
1,311,68,0.22,0.19,25.23
0,311,32,0.1,0.09,12.07
0,311,19,0.06,0.07,7.69
0,311,39,0.13,0.1,16.17
0,311,46,0.15,0.2,14.24
0,311,42,0.14,0.13,19.15
0,311,17,0.05,0.07,6.99
0,311,35,0.11,0.09,13.22
0,311,33,0.11,0.13,12.63
0,311,23,0.07,0.07,10.39
0,311,48,0.15,0.18,18.56
0,311,44,0.14,0.13,16.15
0,311,37,0.12,0.18,13.95
0,311,58,0.19,0.1,24.19
0,311,40,0.13,0.11,15.12
0,311,41,0.13,0.08,9.65
0,311,30,0.1,0.09,8.78
0,311,31,0.1,0.12,13.61
0,311,37,0.12,0.13,10.62
1,311,46,0.15,0.16,14.33
1,311,47,0.15,0.17,13.95
0,311,48,0.15,0.09,19.06
1,251,114,0.45,0.16,35.59
1,251,37,0.15,0.07,7.92
1,251,34,0.14,0.06,10.34
0,251,66,0.26,0.1,21.78
0,251,128,0.51,0.1,40.02
1,251,66,0.26,0.13,20.23
0,251,127,0.51,0.16,32.48
0,251,63,0.25,0.07,18.65
1,251,22,0.09,0.06,6.87
0,251,34,0.14,0.08,10
0,251,18,0.07,0.06,6.75
1,251,60,0.24,0.14,15
1,251,59,0.24,0.1,18.55
0,251,71,0.28,0.12,21.03
0,251,83,0.33,0.14,24.57
1,251,69,0.27,0.1,17.8
1,251,191,0.76,0.34,57.74
0,251,84,0.33,0.14,22.43
1,251,131,0.52,0.19,36.94
0,251,48,0.19,0.08,12.84
0,251,42,0.17,0.1,12.72
0,251,61,0.24,0.09,18.67
0,251,28,0.11,0.08,7.22
0,251,34,0.14,0.07,9.55
0,251,19,0.08,0.07,4.16
1,251,80,0.32,0.14,24.34
1,251,68,0.27,0.09,23.96
1,251,42,0.17,0.09,12.6
1,251,31,0.12,0.09,8.93
1,251,27,0.11,0.08,7.51
1,251,107,0.43,0.12,33.7
1,123,76,0.62,0.12,9.88
1,123,43,0.35,0.16,4.22
1,123,141,1.15,0.3,16.6
0,123,79,0.64,0.16,8.68
1,123,49,0.4,0.14,4.5
1,123,74,0.6,0.26,9.24
1,123,69,0.56,0.2,10.63
1,123,27,0.22,0.11,3.67
1,123,79,0.64,0.15,10.12
0,123,58,0.47,0.18,8.47
0,123,59,0.48,0.14,6.97
0,123,32,0.26,0.09,5.5
0,123,130,1.06,0.25,18.33
1,133,82,0.62,0.21,9.93
1,133,134,1.01,0.2,20.16
1,133,21,0.16,0.09,2.92
0,133,58,0.44,0.13,9.1
0,133,46,0.35,0.14,6.86
0,133,30,0.23,0.09,3.83
0,133,44,0.33,0.08,6.44
1,133,94,0.71,0.24,12.13
1,133,27,0.2,0.07,3.55
1,133,71,0.53,0.14,10.09
1,133,55,0.41,0.11,8.63
1,133,17,0.13,0.06,1.64
0,133,112,0.84,0.22,13.82
0,133,85,0.64,0.2,12.32
0,133,39,0.29,0.1,5.93
1,133,94,0.71,0.17,13.16
1,371,223,0.6,0.3,86.7
0,371,51,0.14,0.08,18.94
0,371,46,0.12,0.07,14.79
0,371,151,0.41,0.15,52.07
0,371,99,0.27,0.14,32.6
0,371,74,0.2,0.13,37.69
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,92,0.25,0.19,33.49
1,371,53,0.14,0.14,19.2
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,104,0.28,0.22,44.07
0,371,60,0.16,0.15,23.78
0,371,45,0.12,0.12,18.83
0,371,60,0.16,0.15,20.49
0,371,48,0.13,0.1,21.09
0,371,174,0.47,0.14,66.13
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,184,0.5,0.25,67.26
0,371,64,0.17,0.13,26.49
0,371,104,0.28,0.19,42.02
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,82,0.22,0.1,26.09
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,160,0.43,0.21,68.47
0,371,83,0.22,0.12,29.67
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,73,0.2,0.11,23.95
0,371,40,0.11,0.08,15.75
0,371,54,0.15,0.11,19.44
1,371,112,0.3,0.13,46.33
1,371,127,0.34,0.14,46.03
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
0,371,104,0.28,0.14,33.53
1,371,38,0.1,0.07,16
1,371,86,0.23,0.15,34.46
0,371,50,0.13,0.11,16.36
1,371,83,0.22,0.08,30.96
0,371,1,0,0.05,-0.03
1,371,158,0.43,0.23,63.04
1,371,33,0.09,0.07,11.55
1,371,43,0.12,0.09,16.86
0,371,1,0,0.05,-0.03
0,371,1,0,0.05,-0.03
1,371,59,0.16,0.08,23.01
0,371,46,0.12,0.1,19.42
1,371,37,0.1,0.11,12.4
1,371,29,0.08,0.07,12.14
1,371,55,0.15,0.13,17.45
1,371,46,0.12,0.12,15.07
0,371,45,0.12,0.08,18.87
1,504,56,0.11,0.04,18.35
1,504,78,0.15,0.21,19.4
1,504,68,0.13,0.14,14.9
0,504,50,0.1,0.13,10.89
0,504,49,0.1,0.14,9.66
0,504,36,0.07,0.13,6.79
0,504,42,0.08,0.16,8.05
0,504,28,0.06,0.16,5.26
1,504,44,0.09,0.08,9.79
1,504,88,0.17,0.1,20.96
1,504,63,0.12,0.18,11.74
0,504,144,0.29,0.38,35.01
1,504,133,0.26,0.12,29.86
0,504,24,0.05,0.12,5.61
1,504,44,0.09,0.14,9.84
1,504,107,0.21,0.37,28.01
0,504,86,0.17,0.13,17.86
0,504,30,0.06,0.07,6.39
0,504,24,0.05,0.12,5.47
0,504,44,0.09,0.16,8.81
0,504,62,0.12,0.19,12.15
0,504,73,0.14,0.28,17.66
0,504,40,0.08,0.16,10.43
0,504,60,0.12,0.14,15.86
0,504,33,0.07,0.12,7.34
0,504,35,0.07,0.14,8.26
0,504,29,0.06,0.14,4.45
1,504,42,0.08,0.03,10.51
1,504,68,0.13,0.14,17.84
0,504,43,0.09,0.17,7.13
1,504,67,0.13,0.13,18.79
0,504,75,0.15,0.17,15.84
0,504,44,0.09,0.19,6.58
0,504,26,0.05,0.14,4.07
0,504,40,0.08,0.06,9.65
0,504,43,0.09,0.12,8.81
0,504,24,0.05,0.12,6.93
0,504,33,0.07,0.16,6.4
1,504,94,0.19,0.13,19.07
1,504,30,0.06,0.18,4.01
1,504,27,0.05,0.02,6.31
1,504,49,0.1,0.13,11.78
1,504,92,0.18,0.31,18.45
0,504,36,0.07,0.14,5.07
1,504,55,0.11,0.04,12.09
1,504,24,0.05,0.13,5.95
0,504,28,0.06,0.04,7.09
0,504,68,0.13,0.3,14.92
0,504,51,0.1,0.18,9.33
0,504,105,0.21,0.29,24.61
0,504,97,0.19,0.39,22.98
0,504,32,0.06,0.13,7.71
0,504,65,0.13,0.16,16.01
0,504,28,0.06,0.13,6.42
0,504,53,0.11,0.19,9.21
0,504,47,0.09,0.04,10.26
0,504,100,0.2,0.31,26.14
0,504,24,0.05,0.12,7.34
0,504,26,0.05,0.13,7.2
0,504,93,0.18,0.37,26.7
0,504,34,0.07,0.12,8.11
0,504,109,0.22,0.07,26.42
0,504,27,0.05,0.13,5.55
0,504,34,0.07,0.16,8.15
0,504,51,0.1,0.17,12.45
0,504,53,0.11,0.25,12.31
0,504,76,0.15,0.2,18.95
0,504,35,0.07,0.18,6.26
1,504,70,0.14,0.13,12.14
1,504,69,0.14,0.15,13.55
1,504,54,0.11,0.25,10.54
0,504,31,0.06,0.12,6.93
1,504,45,0.09,0.13,9.07
0,504,102,0.2,0.08,22.31
0,504,38,0.08,0.13,8.51
0,504,38,0.08,0.17,7.15
0,504,81,0.16,0.41,16.15
0,504,50,0.1,0.15,9.29
0,504,29,0.06,0.12,5.95
0,504,31,0.06,0.14,8.09
1,504,49,0.1,0.09,8.81
1,504,64,0.13,0.29,13.08
0,504,43,0.09,0.16,8.81
1,504,128,0.25,0.4,30.18
0,504,81,0.16,0.25,18.18
0,504,24,0.05,0.15,6.61
1,211,118,0.56,0.18,33.22
0,211,59,0.28,0.17,21.5
0,211,22,0.1,0.07,5.84
1,211,53,0.25,0.15,17.22
0,211,46,0.22,0.09,13.42
0,211,38,0.18,0.14,12.63
1,211,35,0.17,0.12,10.55
1,211,6,0.03,0.06,2.14
0,211,44,0.21,0.11,13.51
0,211,82,0.39,0.17,30.58
0,211,64,0.3,0.19,22.9
0,211,1,0,0.06,-0.05
1,211,79,0.37,0.12,26.48
1,211,7,0.03,0.06,3.24
1,211,50,0.24,0.09,13.82
1,211,94,0.45,0.23,31.16
0,211,45,0.21,0.15,11.37
0,211,76,0.36,0.17,22.38
0,211,11,0.05,0.07,3.02
0,211,11,0.05,0.06,1.74
0,211,20,0.09,0.09,8.29
0,211,11,0.05,0.06,1.74
0,211,37,0.18,0.08,14.41
0,211,27,0.13,0.1,5.56
0,211,47,0.22,0.1,14.82
0,211,113,0.54,0.13,36.61
1,211,62,0.29,0.11,16.86
0,211,44,0.21,0.12,16.43
0,211,29,0.14,0.08,9.83
0,211,54,0.26,0.12,14.48
0,211,120,0.57,0.17,40.45
0,211,127,0.6,0.2,42.42
0,211,108,0.51,0.15,29.79
1,334,66,0.2,0.15,26.15
1,334,90,0.27,0.18,31.61
0,334,53,0.16,0.16,18.36
1,334,152,0.46,0.27,49.75
1,334,27,0.08,0.09,7.79
0,334,79,0.24,0.15,25.21
0,334,79,0.24,0.19,30.72
0,334,58,0.17,0.11,18.67
0,334,41,0.12,0.08,15.05
0,334,41,0.12,0.1,11.08
0,334,23,0.07,0.06,6.03
0,334,29,0.09,0.08,10.77
0,334,101,0.3,0.19,32.32
1,334,48,0.14,0.07,16.95
0,334,30,0.09,0.06,11.29
0,334,33,0.1,0.15,8.79
1,334,52,0.16,0.18,14.89
1,334,31,0.09,0.07,13.36
1,334,45,0.13,0.11,16.17
1,334,90,0.27,0.18,34.97
1,334,17,0.05,0.06,5.8
0,334,28,0.08,0.08,7.79
0,334,24,0.07,0.1,9.02
0,334,46,0.14,0.08,17.77
0,334,48,0.14,0.15,20.95
0,334,30,0.09,0.07,10.37
1,334,78,0.23,0.17,28.56
1,334,49,0.15,0.16,16.48
1,334,41,0.12,0.07,16.14
1,334,71,0.21,0.2,22.04
1,334,22,0.07,0.12,8.02
0,334,1,0,0.05,-0.04
0,334,40,0.12,0.09,12.25
0,334,131,0.39,0.14,51.09
0,334,20,0.06,0.06,8.19
0,334,50,0.15,0.1,18.11
0,334,17,0.05,0.05,7.41
0,334,47,0.14,0.07,19.97
0,334,32,0.1,0.09,12.47
0,334,25,0.07,0.13,8.49
1,334,123,0.37,0.27,42.5
1,334,23,0.07,0.06,9.49
0,334,102,0.31,0.23,37.18
1,334,69,0.21,0.16,27.51
0,334,47,0.14,0.12,20.38
0,334,122,0.37,0.26,46.07
0,334,101,0.3,0.26,31.31
0,334,73,0.22,0.12,24.05
0,264,36,0.14,0.05,10.67
1,264,60,0.23,0.16,13.29
1,264,120,0.45,0.15,20.45
1,264,60,0.23,0.09,12.63
0,264,74,0.28,0.16,17.9
1,264,43,0.16,0.13,8.66
1,264,11,0.04,0.04,3.1
1,264,92,0.35,0.1,19.69
0,264,40,0.15,0.12,6.68
0,264,28,0.11,0.11,7.27
0,264,35,0.13,0.07,11.55
0,264,40,0.15,0.08,12.42
0,264,47,0.18,0.13,6.35
0,264,37,0.14,0.08,7.44
0,264,69,0.26,0.16,15.82
1,264,87,0.33,0.07,21.89
0,264,31,0.12,0.11,7.09
0,264,31,0.12,0.19,8.3
0,264,112,0.42,0.19,26.29
0,264,72,0.27,0.06,19.22
1,264,38,0.14,0.1,6.68
0,264,35,0.13,0.13,7.09
1,264,48,0.18,0.13,8.37
0,264,23,0.09,0.04,7.09
0,264,55,0.21,0.07,14.25
1,264,30,0.11,0.07,8.25
1,264,78,0.3,0.17,19.95
1,264,25,0.09,0.09,7.49
1,264,152,0.58,0.23,34.03
0,264,50,0.19,0.1,13.44
0,264,5,0.02,0.03,1.71
1,264,58,0.22,0.13,12.93
1,264,27,0.1,0.13,6.58
1,264,81,0.31,0.13,16.92
0,264,35,0.13,0.04,8.88
1,264,54,0.2,0.11,13.85
0,264,85,0.32,0.16,18.6
0,264,26,0.1,0.11,8.37
0,264,33,0.12,0.1,7.4
0,264,52,0.2,0.13,14.84
0,264,75,0.28,0.17,17.91
1,198,82,0.41,0.26,15.37
1,198,94,0.47,0.34,16.82
0,198,24,0.12,0.09,3.49
1,198,26,0.13,0.14,4.29
0,198,47,0.24,0.16,8.92
1,198,56,0.28,0.11,17.25
1,198,40,0.2,0.17,8.92
0,198,49,0.25,0.21,7.63
0,198,78,0.39,0.21,10.21
0,198,74,0.37,0.09,15.12
0,198,133,0.67,0.14,27.32
0,198,39,0.2,0.27,4.99
1,198,22,0.11,0.04,5.91
0,198,24,0.12,0.04,4.41
1,198,82,0.41,0.23,14.78
1,198,22,0.11,0.05,5.51
0,198,98,0.49,0.33,14.86
0,198,81,0.41,0.21,16.29
0,198,112,0.57,0.22,19.51
0,198,125,0.63,0.27,24.39
0,198,61,0.31,0.16,12.21
0,198,30,0.15,0.13,5.91
0,198,53,0.27,0.32,10.11
1,198,91,0.46,0.17,16.84
1,198,71,0.36,0.11,12.65
1,198,21,0.11,0.16,4.41
1,132,111,0.84,0.17,4.7
1,132,52,0.39,0.1,3.24
1,132,61,0.46,0.24,4.17
1,132,47,0.36,0.17,3.36
0,132,48,0.36,0.17,2.67
0,132,93,0.7,0.25,3.6
1,132,121,0.92,0.2,4.53
0,132,25,0.19,0.12,0.64
0,132,37,0.28,0.15,1.45
1,132,31,0.23,0.15,0.64
0,132,40,0.3,0.18,0.76
0,132,32,0.24,0.13,1.05
0,132,43,0.33,0.16,0.24
0,132,26,0.2,0.12,0.64
0,132,36,0.27,0.15,0.64
1,132,40,0.3,0.1,0.35
0,132,29,0.22,0.04,1.33
0,132,79,0.6,0.4,2.38
0,132,91,0.69,0.56,3.02
0,132,30,0.23,0.15,1.05
0,132,30,0.23,0.14,0.24
0,132,41,0.31,0.24,0.64
1,145,118,0.81,0.19,10.75
1,145,50,0.34,0.21,3.31
1,145,85,0.59,0.25,5.35
1,145,31,0.21,0.05,2.84
0,145,42,0.29,0.19,3.02
1,145,43,0.3,0.08,3.82
1,145,44,0.3,0.13,5.1
1,145,58,0.4,0.13,5.39
1,145,46,0.32,0.2,3.31
1,145,79,0.54,0.27,5.74
0,145,41,0.28,0.19,2.9
0,145,87,0.6,0.2,9.48
0,145,36,0.25,0.13,3.53
0,145,39,0.27,0.13,2.21
0,145,40,0.28,0.08,3.31
0,145,24,0.17,0.1,2.55
0,145,75,0.52,0.19,6.59
0,145,42,0.29,0.14,3.01
0,145,33,0.23,0.1,2.55
0,145,51,0.35,0.13,3.08
1,363,73,0.2,0.1,26.74
1,363,118,0.33,0.15,48.87
0,363,1,0,0.05,-0.04
0,363,1,0,0.05,-0.04
1,363,129,0.36,0.13,49.92
0,363,1,0,0.05,-0.04
1,363,35,0.1,0.07,13.21
0,363,56,0.15,0.07,23.43
1,363,45,0.12,0.1,16.75
1,363,124,0.34,0.13,41.93
1,363,77,0.21,0.11,29.6
0,363,74,0.2,0.1,32.5
0,363,1,0,0.05,-0.04
0,363,59,0.16,0.09,19.58
1,363,28,0.08,0.07,8.74
1,363,102,0.28,0.12,35.09
0,363,1,0,0.05,-0.04
0,363,44,0.12,0.08,18.33
0,363,1,0,0.05,-0.04
1,363,60,0.17,0.12,25.5
1,363,40,0.11,0.1,16.97
0,363,1,0,0.05,-0.04
0,363,71,0.2,0.11,24.33
0,363,1,0,0.05,-0.04
0,363,97,0.27,0.12,36.15
0,363,1,0,0.05,-0.04
0,363,2,0.01,0.06,3.18
0,363,31,0.09,0.08,12.11
0,363,106,0.29,0.13,38.75
0,363,104,0.29,0.11,36.96
0,363,49,0.13,0.07,16.72
0,363,153,0.42,0.23,56.88
0,363,93,0.26,0.15,35.71
0,363,31,0.09,0.09,12.76
0,363,39,0.11,0.09,14.78
0,363,117,0.32,0.09,38.24
0,363,78,0.21,0.12,28.31
0,363,23,0.06,0.07,8.74
0,363,51,0.14,0.12,17.23
0,363,50,0.14,0.08,17.05
0,363,106,0.29,0.11,40.14
0,363,145,0.4,0.13,49.62
0,363,41,0.11,0.08,15.34
0,363,50,0.14,0.1,16.65
0,363,114,0.31,0.15,41.72
0,363,71,0.2,0.13,31.21
1,230,47,0.2,0.16,10.84
1,230,43,0.19,0.15,10.15
1,230,53,0.23,0.27,15.92
1,230,112,0.49,0.36,24.29
1,230,79,0.34,0.32,18.42
0,230,42,0.18,0.16,10.62
0,230,87,0.38,0.31,24.48
0,230,36,0.16,0.08,9.53
0,230,288,1.25,0.92,74.7
1,230,27,0.12,0.14,6.43
1,230,29,0.13,0.05,7.71
1,230,35,0.15,0.07,9.53
1,230,89,0.39,0.31,25.06
1,230,61,0.27,0.15,18.78
1,230,43,0.19,0.11,13.39
0,230,68,0.3,0.23,17.17
0,230,54,0.23,0.19,15.31
0,230,79,0.34,0.12,20.22
0,230,36,0.16,0.07,8.41
0,230,79,0.34,0.11,20.98
0,230,24,0.1,0.07,8.41
0,230,44,0.19,0.06,11.61
0,230,53,0.23,0.08,14.4
0,230,49,0.21,0.08,13.48
0,230,52,0.23,0.12,15.3
0,230,47,0.2,0.09,12.86
0,230,30,0.13,0.06,8.56
0,230,32,0.14,0.08,7.24
0,230,36,0.16,0.06,9.66
0,230,24,0.1,0.05,6.11
0,230,54,0.23,0.09,16.05
1,218,41,0.19,0.08,8.31
1,218,41,0.19,0.12,8.7
1,218,10,0.05,0.04,2.02
1,218,25,0.11,0.08,3.23
1,218,57,0.26,0.14,11.63
1,218,43,0.2,0.12,6.96
1,218,72,0.33,0.16,13.21
1,218,61,0.28,0.2,9.07
0,218,29,0.13,0.1,6.67
0,218,33,0.15,0.1,4.46
1,218,47,0.22,0.11,7.74
1,218,54,0.25,0.19,8.78
0,218,121,0.56,0.22,23.45
0,218,26,0.12,0.15,2.8
0,218,154,0.71,0.24,27.9
0,218,72,0.33,0.15,16.55
1,218,25,0.11,0.08,3.23
1,218,28,0.13,0.12,5.71
1,218,45,0.21,0.05,9.56
1,218,53,0.24,0.15,7.98
0,218,25,0.11,0.09,1.64
1,218,45,0.21,0.1,8.88
0,218,47,0.22,0.08,8.86
0,218,31,0.14,0.06,5.94
1,218,86,0.39,0.16,16.01
0,218,41,0.19,0.07,7.36
1,218,25,0.11,0.05,6.34
0,218,38,0.17,0.09,9.47
0,218,43,0.2,0.12,9.08
0,218,25,0.11,0.05,6.34
0,218,24,0.11,0.07,3.94
0,218,31,0.14,0.08,6.29
0,218,30,0.14,0.05,7.04
0,218,85,0.39,0.12,18.19
0,218,39,0.18,0.09,8.75
0,218,93,0.43,0.17,17.54
1,218,83,0.38,0.15,17.01
1,218,31,0.14,0.08,5.84
0,218,136,0.62,0.23,23.29
0,292,41,0.14,0.08,10.54
1,292,91,0.31,0.4,21.27
1,292,99,0.34,0.78,30.35
1,292,18,0.06,0.05,6.09
1,292,158,0.54,0.97,34.17
0,292,44,0.15,0.19,18.09
0,292,35,0.12,0.11,14.3
0,292,111,0.38,0.43,31.85
0,292,51,0.17,0.2,15.94
0,292,48,0.16,0.13,11.61
1,292,52,0.18,0.23,14.75
1,292,85,0.29,0.32,25.74
1,292,20,0.07,0.14,5.91
0,292,80,0.27,0.22,22.62
1,292,126,0.43,0.31,34.93
1,292,25,0.09,0.14,5.4
1,292,49,0.17,0.14,15.29
1,292,92,0.32,0.27,21.86
0,292,60,0.21,0.13,17.33
0,292,73,0.25,0.32,22.65
0,292,68,0.23,0.21,18.24
0,292,31,0.11,0.07,8.88
0,292,35,0.12,0.15,9.92
0,292,14,0.05,0.04,4.66
0,292,39,0.13,0.06,12.56
0,292,64,0.22,0.27,19
1,292,33,0.11,0.16,10.44
1,292,49,0.17,0.22,10.09
1,292,81,0.28,0.22,19.52
1,292,45,0.15,0.13,13.7
1,292,38,0.13,0.16,9.33
1,292,35,0.12,0.12,8.21
0,292,33,0.11,0.16,5.63
0,292,115,0.39,0.17,29
0,292,25,0.09,0.07,6.78
0,292,84,0.29,0.48,16.09
0,292,68,0.23,0.26,16.57
0,292,50,0.17,0.05,12.96
0,292,59,0.2,0.33,15.14
0,292,105,0.36,0.27,23.21
0,292,18,0.06,0.04,5.4
0,292,40,0.14,0.08,14.62
1,292,84,0.29,0.2,23.42
0,292,57,0.2,0.11,11.15
0,292,186,0.64,0.28,51.58
0,292,115,0.39,0.36,24.11
0,292,84,0.29,0.13,21.84
0,292,46,0.16,0.07,14.66
1,379,32,0.08,0.06,8.8
1,379,98,0.26,0.19,26.05
1,379,79,0.21,0.1,19.54
1,379,69,0.18,0.1,16.12
0,379,34,0.09,0.04,8.74
1,379,57,0.15,0.16,16.36
1,379,75,0.2,0.06,17.12
1,379,16,0.04,0.04,3.86
1,379,107,0.28,0.08,20.62
1,379,37,0.1,0.04,7.87
1,379,49,0.13,0.08,13.54
1,379,41,0.11,0.09,12.52
1,379,49,0.13,0.14,13.59
1,379,42,0.11,0.05,9.08
1,379,61,0.16,0.1,12.68
1,379,38,0.1,0.08,8.56
0,379,115,0.3,0.15,30.41
0,379,31,0.08,0.07,8.58
0,379,22,0.06,0.06,1.99
0,379,48,0.13,0.11,10.86
0,379,28,0.07,0.1,8.65
0,379,51,0.13,0.12,13.44
0,379,27,0.07,0.09,6.62
0,379,69,0.18,0.1,18.56
0,379,28,0.07,0.04,8.05
0,379,69,0.18,0.07,17.48
0,379,67,0.18,0.07,18.51
0,379,72,0.19,0.1,16.82
0,379,26,0.07,0.04,6.9
0,379,35,0.09,0.04,10.51
0,379,58,0.15,0.11,15.82
0,379,65,0.17,0.09,16.46
0,379,41,0.11,0.08,13.15
0,379,68,0.18,0.08,18.63
0,379,65,0.17,0.13,15.9
0,379,69,0.18,0.1,15.63
1,379,33,0.09,0.08,4.29
0,379,87,0.23,0.12,21.42
1,379,62,0.16,0.1,16.79
0,379,32,0.08,0.08,8.63
1,379,41,0.11,0.1,10.59
1,379,83,0.22,0.09,20.8
1,379,52,0.14,0.07,13.6
0,379,45,0.12,0.05,13.93
0,379,50,0.13,0.05,14.74
0,379,126,0.33,0.15,28.95
0,379,84,0.22,0.08,23.59
0,379,91,0.24,0.09,22.01
0,379,18,0.05,0.05,1.55
0,379,71,0.19,0.09,16.64
0,379,73,0.19,0.09,20.72
0,379,35,0.09,0.08,7.02
0,379,40,0.11,0.08,10.53
0,379,73,0.19,0.13,21.49
0,379,79,0.21,0.13,14.86
0,379,65,0.17,0.05,20.01
0,379,39,0.1,0.09,12.92
0,379,68,0.18,0.05,17.6
0,379,71,0.19,0.1,17.77
0,140,99,0.71,0.23,12.37
1,140,64,0.46,0.14,8.03
0,140,39,0.28,0.06,5.32
0,140,122,0.87,0.29,14.04
1,140,50,0.36,0.15,5.06
1,140,33,0.24,0.07,3.99
0,140,56,0.4,0.19,6.56
1,140,24,0.17,0.07,2.57
0,140,53,0.38,0.21,4.87
1,140,221,1.58,0.41,26.97
1,140,93,0.66,0.31,11.26
1,140,70,0.5,0.17,7.64
1,140,51,0.36,0.17,6.38
0,140,38,0.27,0.12,4.03
0,140,24,0.17,0.09,2.79
0,140,49,0.35,0.14,4.22
0,140,53,0.38,0.14,4.14
1,216,56,0.26,0.15,5.03
1,216,137,0.63,0.25,13.75
1,216,50,0.23,0.12,2.87
0,216,76,0.35,0.12,8.54
0,216,27,0.12,0.09,1.91
0,216,83,0.38,0.11,10.04
0,216,63,0.29,0.14,5.67
0,216,76,0.35,0.17,6.64
0,216,36,0.17,0.06,3.93
0,216,163,0.75,0.41,9.44
0,216,26,0.12,0.09,2.2
0,216,97,0.45,0.1,12.79
0,216,92,0.43,0.19,7.74
0,216,43,0.2,0.13,3.63
1,216,84,0.39,0.13,9.53
1,216,49,0.23,0.15,2.18
1,216,119,0.55,0.15,13.41
0,216,47,0.22,0.06,5.93
1,216,29,0.13,0.04,3.59
0,216,268,1.24,0.61,21.38
0,216,56,0.26,0.1,6.27
1,216,133,0.62,0.21,11.83
1,216,33,0.15,0.11,1.29
1,216,89,0.41,0.2,8.32
1,230,70,0.3,0.09,18.41
1,230,30,0.13,0.05,6.39
1,230,38,0.17,0.11,8.72
1,230,24,0.1,0.06,7.37
1,230,34,0.15,0.06,7.78
1,230,37,0.16,0.06,8.76
1,230,52,0.23,0.07,11.08
0,230,47,0.2,0.12,6.84
1,230,80,0.35,0.2,17.01
1,230,46,0.2,0.08,13.04
0,230,32,0.14,0.1,8.23
1,230,31,0.13,0.06,7.63
1,230,62,0.27,0.1,13.63
1,230,69,0.3,0.13,16.37
1,230,91,0.4,0.19,17.26
0,230,73,0.32,0.15,19.07
0,230,128,0.56,0.23,27.6
1,230,96,0.42,0.22,22.65
0,230,43,0.19,0.08,9.42
0,230,49,0.21,0.11,10.02
0,230,25,0.11,0.06,8.07
1,230,62,0.27,0.09,15.49
1,230,3,0.01,0.04,1.71
1,230,25,0.11,0.07,5.7
0,230,36,0.16,0.06,5.77
1,230,53,0.23,0.07,13.16
1,230,106,0.46,0.16,27.05
0,230,60,0.26,0.08,14.5
0,230,82,0.36,0.08,22.11
0,230,26,0.11,0.05,4.6
0,230,244,1.06,0.33,54.67
0,230,74,0.32,0.09,18.94
0,230,13,0.06,0.05,2.59
1,101,88,0.87,0.18,15.9
0,101,100,0.99,0.26,13.84
1,101,86,0.85,0.15,15.05
1,101,41,0.41,0.14,6.73
0,101,40,0.4,0.12,6.28
0,101,83,0.82,0.26,13.99
1,101,106,1.05,0.27,19.97
1,101,81,0.8,0.23,15.65
0,101,39,0.39,0.16,5.4
0,101,77,0.76,0.26,13.35
1,562,65,0.12,0.17,25.87
1,562,5,0.01,0.05,1.71
1,562,56,0.1,0.07,23.77
0,562,89,0.16,0.14,32.05
0,562,26,0.05,0.11,6.75
1,562,53,0.09,0.18,21.87
1,562,47,0.08,0.26,13.29
1,562,13,0.02,0.05,4.7
0,562,26,0.05,0.11,7.16
0,562,29,0.05,0.2,8.6
0,562,53,0.09,0.15,19
1,562,42,0.07,0.08,18.17
1,562,63,0.11,0.19,23.54
0,562,49,0.09,0.18,19
1,562,30,0.05,0.18,9.48
1,562,44,0.08,0.06,22.47
0,562,30,0.05,0.05,11.74
1,562,42,0.07,0.11,16.21
